"OCID","CONTRACT_TITLE","CONTRACT_TYPE","PROCUREMENT_METHOD","BUYER_NAME","SUPPLIER_NAMES","CONTRACT_START_DATE","CONTRACT_END_DATE","CONTRACT_AMOUNT","CONTRACT_CURRENCY"
19,"LOPINAVIR/RITONAVIR, SOLUCIÓN. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",13712,
20,"LOPINAVIR/RITONAVIR, SOLUCIÓN. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",131978,
21,"LOPINAVIR/RITONAVIR, SOLUCIÓN. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",174828,
22,"RITONAVIR, TABLETA. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",16006.16,
23,"RITONAVIR, TABLETA. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",96036.96,
24,"RITONAVIR, TABLETA. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",6263.28,
25,"RITONAVIR, TABLETA. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",50802.16,
26,"RITONAVIR, TABLETA. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",26097,
27,"RITONAVIR, TABLETA. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",45234.8,
28,"RITONAVIR, TABLETA. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",135704.4,
29,"RITONAVIR, TABLETA. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",22269.44,
30,"RITONAVIR, TABLETA. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",633635.16,
31,"RITONAVIR, TABLETA. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",14962.28,
32,"RITONAVIR, TABLETA. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",117610.48,
33,"RITONAVIR, TABLETA. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",122829.88,
34,"RITONAVIR, TABLETA. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",29924.56,
35,"RITONAVIR, TABLETA. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",451652.08,
36,"RITONAVIR, TABLETA. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",204600.48,
37,"RITONAVIR, TABLETA. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",39667.44,
38,"RITONAVIR, TABLETA. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",35839.88,
39,"RITONAVIR, TABLETA. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",74115.48,
40,"RITONAVIR, TABLETA. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",178851.44,
41,"RITONAVIR, TABLETA. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",112739.04,
42,"RITONAVIR, TABLETA. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",161453.44,
43,"RITONAVIR, TABLETA. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",20877.6,
44,"RITONAVIR, TABLETA. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",85598.16,
45,"RITONAVIR, TABLETA. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",17398,
46,"RITONAVIR, TABLETA. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",37579.68,
47,"RITONAVIR, TABLETA. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",695.92,
48,"RITONAVIR, TABLETA. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",288458.84,
49,"RITONAVIR, TABLETA. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",30620.48,
50,"RITONAVIR, TABLETA. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",19137.8,
51,"RITONAVIR, TABLETA. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",9742.88,
52,"RITONAVIR, TABLETA. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",10090.84,
53,"RITONAVIR, TABLETA. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",16702.08,
54,"RITONAVIR, TABLETA. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",73071.6,
55,"RITONAVIR, TABLETA. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",445736.76,
56,"LOPINAVIR/RITONAVIR, TABLETA.","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",151800,
57,"LOPINAVIR/RITONAVIR, TABLETA.","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",16500,
58,"LOPINAVIR/RITONAVIR, TABLETA.","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",14300,
59,"LOPINAVIR/RITONAVIR, TABLETA.","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",26400,
60,"LOPINAVIR/RITONAVIR, TABLETA.","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",377300,
61,"LOPINAVIR/RITONAVIR, TABLETA.","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",8800,
62,"LOPINAVIR/RITONAVIR, TABLETA.","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",17600,
63,"LOPINAVIR/RITONAVIR, TABLETA.","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",48400,
64,"LOPINAVIR/RITONAVIR, TABLETA.","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",27500,
65,"LOPINAVIR/RITONAVIR, TABLETA.","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",16500,
66,"LOPINAVIR/RITONAVIR, TABLETA.","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",8800,
67,"LOPINAVIR/RITONAVIR, TABLETA.","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",8800,
68,"LOPINAVIR/RITONAVIR, TABLETA.","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",16500,
69,"LOPINAVIR/RITONAVIR, TABLETA.","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",6600,
70,"LOPINAVIR/RITONAVIR, TABLETA.","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",27500,
71,"LOPINAVIR/RITONAVIR, TABLETA.","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",3300,
72,"LOPINAVIR/RITONAVIR, TABLETA.","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",4400,
73,"LOPINAVIR/RITONAVIR, TABLETA.","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",7700,
74,"LOPINAVIR/RITONAVIR, TABLETA.","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",9900,
75,"LOPINAVIR/RITONAVIR, TABLETA.","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",16500,
76,"LOPINAVIR/RITONAVIR, TABLETA.","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",8800,
77,"LOPINAVIR/RITONAVIR, TABLETA.","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",31900,
78,"LOPINAVIR/RITONAVIR, SOLUCIÓN. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",3428,
79,"LOPINAVIR/RITONAVIR, SOLUCIÓN. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",3428,
80,"LOPINAVIR/RITONAVIR, SOLUCIÓN. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",10284,
81,"LOPINAVIR/RITONAVIR, SOLUCIÓN. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",221106,
82,"LOPINAVIR/RITONAVIR, SOLUCIÓN. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",15426,
83,"LOPINAVIR/RITONAVIR, SOLUCIÓN. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",15426,
84,"LOPINAVIR/RITONAVIR, SOLUCIÓN. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",8570,
85,"LOPINAVIR/RITONAVIR, SOLUCIÓN. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",34280,
86,"LOPINAVIR/RITONAVIR, SOLUCIÓN. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",11998,
87,"LOPINAVIR/RITONAVIR, SOLUCIÓN. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",51420,
88,"LOPINAVIR/RITONAVIR, SOLUCIÓN. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",20568,
89,"LOPINAVIR/RITONAVIR, SOLUCIÓN. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",5142,
90,"LOPINAVIR/RITONAVIR, SOLUCIÓN. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",5142,
91,"LOPINAVIR/RITONAVIR, SOLUCIÓN. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",125122,
92,"LOPINAVIR/RITONAVIR, SOLUCIÓN. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",23996,
93,"LOPINAVIR/RITONAVIR, SOLUCIÓN. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",11998,
94,"LOPINAVIR/RITONAVIR, SOLUCIÓN. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",5142,
95,"LOPINAVIR/RITONAVIR, SOLUCIÓN. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",27424,
96,"RITONAVIR, TABLETA. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",1391.84,
97,"RITONAVIR, TABLETA. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",34100.08,
98,"RITONAVIR, TABLETA. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",35839.88,
99,"RITONAVIR, TABLETA. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",18093.92,
100,"RITONAVIR, TABLETA. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",11134.72,
101,"RITONAVIR, TABLETA. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",109955.36,
102,"RITONAVIR, TABLETA. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",42451.12,
103,"RITONAVIR, TABLETA. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",46626.64,
104,"RITONAVIR, TABLETA. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",2435.72,
105,"RITONAVIR, TABLETA. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",3131.64,
106,"RITONAVIR, TABLETA. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",44886.84,
107,"RITONAVIR, TABLETA. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",5915.32,
108,"RITONAVIR, TABLETA. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",2435.72,
109,"RITONAVIR, TABLETA. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",6263.28,
110,"RITONAVIR, TABLETA. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",301333.36,
111,"RITONAVIR, TABLETA. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",3131.64,
112,"RITONAVIR, TABLETA. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",12178.6,
113,"RITONAVIR, TABLETA. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",3131.64,
114,"RITONAVIR, TABLETA. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",44538.88,
115,"RITONAVIR, TABLETA. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",4175.52,
116,"GLECAPREVIR/PIBRENTASVIR, TABLETA ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",273000,
117,"GLECAPREVIR/PIBRENTASVIR, TABLETA ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",409500,
118,"GLECAPREVIR/PIBRENTASVIR, TABLETA ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",136500,
119,"GLECAPREVIR/PIBRENTASVIR, TABLETA ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",409500,
120,"GLECAPREVIR/PIBRENTASVIR, TABLETA ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",409500,
121,"GLECAPREVIR/PIBRENTASVIR, TABLETA ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",682500,
122,"LOPINAVIR/RITONAVIR, SOLUCIÓN. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",17140,
123,"LOPINAVIR/RITONAVIR, SOLUCIÓN. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",20568,
124,"LOPINAVIR/RITONAVIR, SOLUCIÓN. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",47992,
125,"LOPINAVIR/RITONAVIR, SOLUCIÓN. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",8570,
126,"LOPINAVIR/RITONAVIR, SOLUCIÓN. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",23996,
127,"LOPINAVIR/RITONAVIR, SOLUCIÓN. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",99412,
128,"LOPINAVIR/RITONAVIR, SOLUCIÓN. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",20568,
129,"LOPINAVIR/RITONAVIR, SOLUCIÓN. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",6856,
130,"LOPINAVIR/RITONAVIR, SOLUCIÓN. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",23996,
131,"LOPINAVIR/RITONAVIR, SOLUCIÓN. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",11998,
132,"LOPINAVIR/RITONAVIR, SOLUCIÓN. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",37708,
133,"RITONAVIR, TABLETA. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",33404.16,
134,"RITONAVIR, TABLETA. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",88381.84,
135,"RITONAVIR, TABLETA. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",2435.72,
136,"RITONAVIR, TABLETA. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",28184.76,
137,"RITONAVIR, TABLETA. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",36883.76,
138,"RITONAVIR, TABLETA. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",35143.96,
139,"RITONAVIR, TABLETA. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",349351.84,
140,"RITONAVIR, TABLETA. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",347.96,
141,"RITONAVIR, TABLETA. ","Adquisiciones","Compra consolidada","SECRETARIA DE SALUD","ABBVIE FARMACÈUTICOS, S.A. DE C.V.","S/D","S/D",17050.04,
